booking_date,value_date,amount,currency,counterparty,memo,reference,balance
2026-11-25,2026-11-25,1140.40,CHF,Throughput Vendor 0 AG,Throughput payment 640,THR-640,50640.40
2026-11-26,2026-11-26,-121.41,CHF,Throughput Vendor 1 AG,Throughput payment 641,THR-641,50641.41
2026-11-27,2026-11-27,-122.42,CHF,Throughput Vendor 2 AG,Throughput payment 642,THR-642,50642.42
2026-11-28,2026-11-28,-123.43,CHF,Throughput Vendor 3 AG,Throughput payment 643,THR-643,50643.43
2026-12-01,2026-12-01,-124.44,CHF,Throughput Vendor 4 AG,Throughput payment 644,THR-644,50644.44
2026-12-02,2026-12-02,1145.45,CHF,Throughput Vendor 5 AG,Throughput payment 645,THR-645,50645.45
2026-12-03,2026-12-03,-126.46,CHF,Throughput Vendor 6 AG,Throughput payment 646,THR-646,50646.46
2026-12-04,2026-12-04,-127.47,CHF,Throughput Vendor 7 AG,Throughput payment 647,THR-647,50647.47
2026-12-05,2026-12-05,-128.48,CHF,Throughput Vendor 8 AG,Throughput payment 648,THR-648,50648.48
2026-12-06,2026-12-06,-129.49,CHF,Throughput Vendor 9 AG,Throughput payment 649,THR-649,50649.49
2026-12-07,2026-12-07,1150.50,CHF,Throughput Vendor 10 AG,Throughput payment 650,THR-650,50650.50
2026-12-08,2026-12-08,-131.51,CHF,Throughput Vendor 11 AG,Throughput payment 651,THR-651,50651.51
2026-12-09,2026-12-09,-132.52,CHF,Throughput Vendor 12 AG,Throughput payment 652,THR-652,50652.52
2026-12-10,2026-12-10,-133.53,CHF,Throughput Vendor 13 AG,Throughput payment 653,THR-653,50653.53
2026-12-11,2026-12-11,-134.54,CHF,Throughput Vendor 14 AG,Throughput payment 654,THR-654,50654.54
2026-12-12,2026-12-12,1155.55,CHF,Throughput Vendor 15 AG,Throughput payment 655,THR-655,50655.55
2026-12-13,2026-12-13,-136.56,CHF,Throughput Vendor 16 AG,Throughput payment 656,THR-656,50656.56
2026-12-14,2026-12-14,-137.57,CHF,Throughput Vendor 17 AG,Throughput payment 657,THR-657,50657.57
2026-12-15,2026-12-15,-138.58,CHF,Throughput Vendor 18 AG,Throughput payment 658,THR-658,50658.58
2026-12-16,2026-12-16,-139.59,CHF,Throughput Vendor 19 AG,Throughput payment 659,THR-659,50659.59
2026-12-17,2026-12-17,1160.60,CHF,Throughput Vendor 20 AG,Throughput payment 660,THR-660,50660.60
2026-12-18,2026-12-18,-141.61,CHF,Throughput Vendor 21 AG,Throughput payment 661,THR-661,50661.61
2026-12-19,2026-12-19,-142.62,CHF,Throughput Vendor 22 AG,Throughput payment 662,THR-662,50662.62
2026-12-20,2026-12-20,-143.63,CHF,Throughput Vendor 23 AG,Throughput payment 663,THR-663,50663.63
2026-12-21,2026-12-21,-144.64,CHF,Throughput Vendor 24 AG,Throughput payment 664,THR-664,50664.64
2026-12-22,2026-12-22,1165.65,CHF,Throughput Vendor 25 AG,Throughput payment 665,THR-665,50665.65
2026-12-23,2026-12-23,-146.66,CHF,Throughput Vendor 26 AG,Throughput payment 666,THR-666,50666.66
2026-12-24,2026-12-24,-147.67,CHF,Throughput Vendor 27 AG,Throughput payment 667,THR-667,50667.67
2026-12-25,2026-12-25,-148.68,CHF,Throughput Vendor 28 AG,Throughput payment 668,THR-668,50668.68
2026-12-26,2026-12-26,-149.69,CHF,Throughput Vendor 29 AG,Throughput payment 669,THR-669,50669.69
2026-12-27,2026-12-27,1170.70,CHF,Throughput Vendor 30 AG,Throughput payment 670,THR-670,50670.70
2026-12-28,2026-12-28,-151.71,CHF,Throughput Vendor 31 AG,Throughput payment 671,THR-671,50671.71
2026-01-01,2026-01-01,-152.72,CHF,Throughput Vendor 32 AG,Throughput payment 672,THR-672,50672.72
2026-01-02,2026-01-02,-153.73,CHF,Throughput Vendor 33 AG,Throughput payment 673,THR-673,50673.73
2026-01-03,2026-01-03,-154.74,CHF,Throughput Vendor 34 AG,Throughput payment 674,THR-674,50674.74
2026-01-04,2026-01-04,1175.75,CHF,Throughput Vendor 35 AG,Throughput payment 675,THR-675,50675.75
2026-01-05,2026-01-05,-156.76,CHF,Throughput Vendor 36 AG,Throughput payment 676,THR-676,50676.76
2026-01-06,2026-01-06,-157.77,CHF,Throughput Vendor 37 AG,Throughput payment 677,THR-677,50677.77
2026-01-07,2026-01-07,-158.78,CHF,Throughput Vendor 38 AG,Throughput payment 678,THR-678,50678.78
2026-01-08,2026-01-08,-159.79,CHF,Throughput Vendor 39 AG,Throughput payment 679,THR-679,50679.79
2026-01-09,2026-01-09,1180.80,CHF,Throughput Vendor 40 AG,Throughput payment 680,THR-680,50680.80
2026-01-10,2026-01-10,-161.81,CHF,Throughput Vendor 41 AG,Throughput payment 681,THR-681,50681.81
2026-01-11,2026-01-11,-162.82,CHF,Throughput Vendor 42 AG,Throughput payment 682,THR-682,50682.82
2026-01-12,2026-01-12,-163.83,CHF,Throughput Vendor 43 AG,Throughput payment 683,THR-683,50683.83
2026-01-13,2026-01-13,-164.84,CHF,Throughput Vendor 44 AG,Throughput payment 684,THR-684,50684.84
2026-01-14,2026-01-14,1185.85,CHF,Throughput Vendor 45 AG,Throughput payment 685,THR-685,50685.85
2026-01-15,2026-01-15,-166.86,CHF,Throughput Vendor 46 AG,Throughput payment 686,THR-686,50686.86
2026-01-16,2026-01-16,-167.87,CHF,Throughput Vendor 47 AG,Throughput payment 687,THR-687,50687.87
2026-01-17,2026-01-17,-168.88,CHF,Throughput Vendor 48 AG,Throughput payment 688,THR-688,50688.88
2026-01-18,2026-01-18,-169.89,CHF,Throughput Vendor 49 AG,Throughput payment 689,THR-689,50689.89
2026-01-19,2026-01-19,1190.90,CHF,Throughput Vendor 50 AG,Throughput payment 690,THR-690,50690.90
2026-01-20,2026-01-20,-171.91,CHF,Throughput Vendor 51 AG,Throughput payment 691,THR-691,50691.91
2026-01-21,2026-01-21,-172.92,CHF,Throughput Vendor 52 AG,Throughput payment 692,THR-692,50692.92
2026-01-22,2026-01-22,-173.93,CHF,Throughput Vendor 53 AG,Throughput payment 693,THR-693,50693.93
2026-01-23,2026-01-23,-174.94,CHF,Throughput Vendor 54 AG,Throughput payment 694,THR-694,50694.94
2026-01-24,2026-01-24,1195.95,CHF,Throughput Vendor 55 AG,Throughput payment 695,THR-695,50695.95
2026-01-25,2026-01-25,-176.96,CHF,Throughput Vendor 56 AG,Throughput payment 696,THR-696,50696.96
2026-01-26,2026-01-26,-177.97,CHF,Throughput Vendor 57 AG,Throughput payment 697,THR-697,50697.97
2026-01-27,2026-01-27,-178.98,CHF,Throughput Vendor 58 AG,Throughput payment 698,THR-698,50698.98
2026-01-28,2026-01-28,-179.99,CHF,Throughput Vendor 59 AG,Throughput payment 699,THR-699,50699.99
2026-02-01,2026-02-01,1200.00,CHF,Throughput Vendor 60 AG,Throughput payment 700,THR-700,50700.00
2026-02-02,2026-02-02,-181.01,CHF,Throughput Vendor 61 AG,Throughput payment 701,THR-701,50701.01
2026-02-03,2026-02-03,-182.02,CHF,Throughput Vendor 62 AG,Throughput payment 702,THR-702,50702.02
2026-02-04,2026-02-04,-183.03,CHF,Throughput Vendor 63 AG,Throughput payment 703,THR-703,50703.03
2026-02-05,2026-02-05,-184.04,CHF,Throughput Vendor 64 AG,Throughput payment 704,THR-704,50704.04
2026-02-06,2026-02-06,1205.05,CHF,Throughput Vendor 65 AG,Throughput payment 705,THR-705,50705.05
2026-02-07,2026-02-07,-186.06,CHF,Throughput Vendor 66 AG,Throughput payment 706,THR-706,50706.06
2026-02-08,2026-02-08,-187.07,CHF,Throughput Vendor 67 AG,Throughput payment 707,THR-707,50707.07
2026-02-09,2026-02-09,-188.08,CHF,Throughput Vendor 68 AG,Throughput payment 708,THR-708,50708.08
2026-02-10,2026-02-10,-189.09,CHF,Throughput Vendor 69 AG,Throughput payment 709,THR-709,50709.09
2026-02-11,2026-02-11,1210.10,CHF,Throughput Vendor 70 AG,Throughput payment 710,THR-710,50710.10
2026-02-12,2026-02-12,-191.11,CHF,Throughput Vendor 71 AG,Throughput payment 711,THR-711,50711.11
2026-02-13,2026-02-13,-192.12,CHF,Throughput Vendor 72 AG,Throughput payment 712,THR-712,50712.12
2026-02-14,2026-02-14,-193.13,CHF,Throughput Vendor 73 AG,Throughput payment 713,THR-713,50713.13
2026-02-15,2026-02-15,-194.14,CHF,Throughput Vendor 74 AG,Throughput payment 714,THR-714,50714.14
2026-02-16,2026-02-16,1215.15,CHF,Throughput Vendor 75 AG,Throughput payment 715,THR-715,50715.15
2026-02-17,2026-02-17,-196.16,CHF,Throughput Vendor 76 AG,Throughput payment 716,THR-716,50716.16
2026-02-18,2026-02-18,-197.17,CHF,Throughput Vendor 77 AG,Throughput payment 717,THR-717,50717.17
2026-02-19,2026-02-19,-198.18,CHF,Throughput Vendor 78 AG,Throughput payment 718,THR-718,50718.18
2026-02-20,2026-02-20,-199.19,CHF,Throughput Vendor 79 AG,Throughput payment 719,THR-719,50719.19
2026-02-21,2026-02-21,1220.20,CHF,Throughput Vendor 0 AG,Throughput payment 720,THR-720,50720.20
2026-02-22,2026-02-22,-21.21,CHF,Throughput Vendor 1 AG,Throughput payment 721,THR-721,50721.21
2026-02-23,2026-02-23,-22.22,CHF,Throughput Vendor 2 AG,Throughput payment 722,THR-722,50722.22
2026-02-24,2026-02-24,-23.23,CHF,Throughput Vendor 3 AG,Throughput payment 723,THR-723,50723.23
2026-02-25,2026-02-25,-24.24,CHF,Throughput Vendor 4 AG,Throughput payment 724,THR-724,50724.24
2026-02-26,2026-02-26,1225.25,CHF,Throughput Vendor 5 AG,Throughput payment 725,THR-725,50725.25
2026-02-27,2026-02-27,-26.26,CHF,Throughput Vendor 6 AG,Throughput payment 726,THR-726,50726.26
2026-02-28,2026-02-28,-27.27,CHF,Throughput Vendor 7 AG,Throughput payment 727,THR-727,50727.27
2026-03-01,2026-03-01,-28.28,CHF,Throughput Vendor 8 AG,Throughput payment 728,THR-728,50728.28
2026-03-02,2026-03-02,-29.29,CHF,Throughput Vendor 9 AG,Throughput payment 729,THR-729,50729.29
2026-03-03,2026-03-03,1230.30,CHF,Throughput Vendor 10 AG,Throughput payment 730,THR-730,50730.30
2026-03-04,2026-03-04,-31.31,CHF,Throughput Vendor 11 AG,Throughput payment 731,THR-731,50731.31
2026-03-05,2026-03-05,-32.32,CHF,Throughput Vendor 12 AG,Throughput payment 732,THR-732,50732.32
2026-03-06,2026-03-06,-33.33,CHF,Throughput Vendor 13 AG,Throughput payment 733,THR-733,50733.33
2026-03-07,2026-03-07,-34.34,CHF,Throughput Vendor 14 AG,Throughput payment 734,THR-734,50734.34
2026-03-08,2026-03-08,1235.35,CHF,Throughput Vendor 15 AG,Throughput payment 735,THR-735,50735.35
2026-03-09,2026-03-09,-36.36,CHF,Throughput Vendor 16 AG,Throughput payment 736,THR-736,50736.36
2026-03-10,2026-03-10,-37.37,CHF,Throughput Vendor 17 AG,Throughput payment 737,THR-737,50737.37
2026-03-11,2026-03-11,-38.38,CHF,Throughput Vendor 18 AG,Throughput payment 738,THR-738,50738.38
2026-03-12,2026-03-12,-39.39,CHF,Throughput Vendor 19 AG,Throughput payment 739,THR-739,50739.39
2026-03-13,2026-03-13,1240.40,CHF,Throughput Vendor 20 AG,Throughput payment 740,THR-740,50740.40
2026-03-14,2026-03-14,-41.41,CHF,Throughput Vendor 21 AG,Throughput payment 741,THR-741,50741.41
2026-03-15,2026-03-15,-42.42,CHF,Throughput Vendor 22 AG,Throughput payment 742,THR-742,50742.42
2026-03-16,2026-03-16,-43.43,CHF,Throughput Vendor 23 AG,Throughput payment 743,THR-743,50743.43
2026-03-17,2026-03-17,-44.44,CHF,Throughput Vendor 24 AG,Throughput payment 744,THR-744,50744.44
2026-03-18,2026-03-18,1245.45,CHF,Throughput Vendor 25 AG,Throughput payment 745,THR-745,50745.45
2026-03-19,2026-03-19,-46.46,CHF,Throughput Vendor 26 AG,Throughput payment 746,THR-746,50746.46
2026-03-20,2026-03-20,-47.47,CHF,Throughput Vendor 27 AG,Throughput payment 747,THR-747,50747.47
2026-03-21,2026-03-21,-48.48,CHF,Throughput Vendor 28 AG,Throughput payment 748,THR-748,50748.48
2026-03-22,2026-03-22,-49.49,CHF,Throughput Vendor 29 AG,Throughput payment 749,THR-749,50749.49
2026-03-23,2026-03-23,1000.50,CHF,Throughput Vendor 30 AG,Throughput payment 750,THR-750,50750.50
2026-03-24,2026-03-24,-51.51,CHF,Throughput Vendor 31 AG,Throughput payment 751,THR-751,50751.51
2026-03-25,2026-03-25,-52.52,CHF,Throughput Vendor 32 AG,Throughput payment 752,THR-752,50752.52
2026-03-26,2026-03-26,-53.53,CHF,Throughput Vendor 33 AG,Throughput payment 753,THR-753,50753.53
2026-03-27,2026-03-27,-54.54,CHF,Throughput Vendor 34 AG,Throughput payment 754,THR-754,50754.54
2026-03-28,2026-03-28,1005.55,CHF,Throughput Vendor 35 AG,Throughput payment 755,THR-755,50755.55
2026-04-01,2026-04-01,-56.56,CHF,Throughput Vendor 36 AG,Throughput payment 756,THR-756,50756.56
2026-04-02,2026-04-02,-57.57,CHF,Throughput Vendor 37 AG,Throughput payment 757,THR-757,50757.57
2026-04-03,2026-04-03,-58.58,CHF,Throughput Vendor 38 AG,Throughput payment 758,THR-758,50758.58
2026-04-04,2026-04-04,-59.59,CHF,Throughput Vendor 39 AG,Throughput payment 759,THR-759,50759.59
2026-04-05,2026-04-05,1010.60,CHF,Throughput Vendor 40 AG,Throughput payment 760,THR-760,50760.60
2026-04-06,2026-04-06,-61.61,CHF,Throughput Vendor 41 AG,Throughput payment 761,THR-761,50761.61
2026-04-07,2026-04-07,-62.62,CHF,Throughput Vendor 42 AG,Throughput payment 762,THR-762,50762.62
2026-04-08,2026-04-08,-63.63,CHF,Throughput Vendor 43 AG,Throughput payment 763,THR-763,50763.63
2026-04-09,2026-04-09,-64.64,CHF,Throughput Vendor 44 AG,Throughput payment 764,THR-764,50764.64
2026-04-10,2026-04-10,1015.65,CHF,Throughput Vendor 45 AG,Throughput payment 765,THR-765,50765.65
2026-04-11,2026-04-11,-66.66,CHF,Throughput Vendor 46 AG,Throughput payment 766,THR-766,50766.66
2026-04-12,2026-04-12,-67.67,CHF,Throughput Vendor 47 AG,Throughput payment 767,THR-767,50767.67
2026-04-13,2026-04-13,-68.68,CHF,Throughput Vendor 48 AG,Throughput payment 768,THR-768,50768.68
2026-04-14,2026-04-14,-69.69,CHF,Throughput Vendor 49 AG,Throughput payment 769,THR-769,50769.69
2026-04-15,2026-04-15,1020.70,CHF,Throughput Vendor 50 AG,Throughput payment 770,THR-770,50770.70
2026-04-16,2026-04-16,-71.71,CHF,Throughput Vendor 51 AG,Throughput payment 771,THR-771,50771.71
2026-04-17,2026-04-17,-72.72,CHF,Throughput Vendor 52 AG,Throughput payment 772,THR-772,50772.72
2026-04-18,2026-04-18,-73.73,CHF,Throughput Vendor 53 AG,Throughput payment 773,THR-773,50773.73
2026-04-19,2026-04-19,-74.74,CHF,Throughput Vendor 54 AG,Throughput payment 774,THR-774,50774.74
2026-04-20,2026-04-20,1025.75,CHF,Throughput Vendor 55 AG,Throughput payment 775,THR-775,50775.75
2026-04-21,2026-04-21,-76.76,CHF,Throughput Vendor 56 AG,Throughput payment 776,THR-776,50776.76
2026-04-22,2026-04-22,-77.77,CHF,Throughput Vendor 57 AG,Throughput payment 777,THR-777,50777.77
2026-04-23,2026-04-23,-78.78,CHF,Throughput Vendor 58 AG,Throughput payment 778,THR-778,50778.78
2026-04-24,2026-04-24,-79.79,CHF,Throughput Vendor 59 AG,Throughput payment 779,THR-779,50779.79
2026-04-25,2026-04-25,1030.80,CHF,Throughput Vendor 60 AG,Throughput payment 780,THR-780,50780.80
2026-04-26,2026-04-26,-81.81,CHF,Throughput Vendor 61 AG,Throughput payment 781,THR-781,50781.81
2026-04-27,2026-04-27,-82.82,CHF,Throughput Vendor 62 AG,Throughput payment 782,THR-782,50782.82
2026-04-28,2026-04-28,-83.83,CHF,Throughput Vendor 63 AG,Throughput payment 783,THR-783,50783.83
2026-05-01,2026-05-01,-84.84,CHF,Throughput Vendor 64 AG,Throughput payment 784,THR-784,50784.84
2026-05-02,2026-05-02,1035.85,CHF,Throughput Vendor 65 AG,Throughput payment 785,THR-785,50785.85
2026-05-03,2026-05-03,-86.86,CHF,Throughput Vendor 66 AG,Throughput payment 786,THR-786,50786.86
2026-05-04,2026-05-04,-87.87,CHF,Throughput Vendor 67 AG,Throughput payment 787,THR-787,50787.87
2026-05-05,2026-05-05,-88.88,CHF,Throughput Vendor 68 AG,Throughput payment 788,THR-788,50788.88
2026-05-06,2026-05-06,-89.89,CHF,Throughput Vendor 69 AG,Throughput payment 789,THR-789,50789.89
2026-05-07,2026-05-07,1040.90,CHF,Throughput Vendor 70 AG,Throughput payment 790,THR-790,50790.90
2026-05-08,2026-05-08,-91.91,CHF,Throughput Vendor 71 AG,Throughput payment 791,THR-791,50791.91
2026-05-09,2026-05-09,-92.92,CHF,Throughput Vendor 72 AG,Throughput payment 792,THR-792,50792.92
2026-05-10,2026-05-10,-93.93,CHF,Throughput Vendor 73 AG,Throughput payment 793,THR-793,50793.93
2026-05-11,2026-05-11,-94.94,CHF,Throughput Vendor 74 AG,Throughput payment 794,THR-794,50794.94
2026-05-12,2026-05-12,1045.95,CHF,Throughput Vendor 75 AG,Throughput payment 795,THR-795,50795.95
2026-05-13,2026-05-13,-96.96,CHF,Throughput Vendor 76 AG,Throughput payment 796,THR-796,50796.96
2026-05-14,2026-05-14,-97.97,CHF,Throughput Vendor 77 AG,Throughput payment 797,THR-797,50797.97
2026-05-15,2026-05-15,-98.98,CHF,Throughput Vendor 78 AG,Throughput payment 798,THR-798,50798.98
2026-05-16,2026-05-16,-99.99,CHF,Throughput Vendor 79 AG,Throughput payment 799,THR-799,50799.99
2026-05-17,2026-05-17,1050.00,CHF,Throughput Vendor 0 AG,Throughput payment 800,THR-800,50800.00
2026-05-18,2026-05-18,-101.01,CHF,Throughput Vendor 1 AG,Throughput payment 801,THR-801,50801.01
2026-05-19,2026-05-19,-102.02,CHF,Throughput Vendor 2 AG,Throughput payment 802,THR-802,50802.02
2026-05-20,2026-05-20,-103.03,CHF,Throughput Vendor 3 AG,Throughput payment 803,THR-803,50803.03
2026-05-21,2026-05-21,-104.04,CHF,Throughput Vendor 4 AG,Throughput payment 804,THR-804,50804.04
2026-05-22,2026-05-22,1055.05,CHF,Throughput Vendor 5 AG,Throughput payment 805,THR-805,50805.05
2026-05-23,2026-05-23,-106.06,CHF,Throughput Vendor 6 AG,Throughput payment 806,THR-806,50806.06
2026-05-24,2026-05-24,-107.07,CHF,Throughput Vendor 7 AG,Throughput payment 807,THR-807,50807.07
2026-05-25,2026-05-25,-108.08,CHF,Throughput Vendor 8 AG,Throughput payment 808,THR-808,50808.08
2026-05-26,2026-05-26,-109.09,CHF,Throughput Vendor 9 AG,Throughput payment 809,THR-809,50809.09
2026-05-27,2026-05-27,1060.10,CHF,Throughput Vendor 10 AG,Throughput payment 810,THR-810,50810.10
2026-05-28,2026-05-28,-111.11,CHF,Throughput Vendor 11 AG,Throughput payment 811,THR-811,50811.11
2026-06-01,2026-06-01,-112.12,CHF,Throughput Vendor 12 AG,Throughput payment 812,THR-812,50812.12
2026-06-02,2026-06-02,-113.13,CHF,Throughput Vendor 13 AG,Throughput payment 813,THR-813,50813.13
2026-06-03,2026-06-03,-114.14,CHF,Throughput Vendor 14 AG,Throughput payment 814,THR-814,50814.14
2026-06-04,2026-06-04,1065.15,CHF,Throughput Vendor 15 AG,Throughput payment 815,THR-815,50815.15
2026-06-05,2026-06-05,-116.16,CHF,Throughput Vendor 16 AG,Throughput payment 816,THR-816,50816.16
2026-06-06,2026-06-06,-117.17,CHF,Throughput Vendor 17 AG,Throughput payment 817,THR-817,50817.17
2026-06-07,2026-06-07,-118.18,CHF,Throughput Vendor 18 AG,Throughput payment 818,THR-818,50818.18
2026-06-08,2026-06-08,-119.19,CHF,Throughput Vendor 19 AG,Throughput payment 819,THR-819,50819.19
2026-06-09,2026-06-09,1070.20,CHF,Throughput Vendor 20 AG,Throughput payment 820,THR-820,50820.20
2026-06-10,2026-06-10,-121.21,CHF,Throughput Vendor 21 AG,Throughput payment 821,THR-821,50821.21
2026-06-11,2026-06-11,-122.22,CHF,Throughput Vendor 22 AG,Throughput payment 822,THR-822,50822.22
2026-06-12,2026-06-12,-123.23,CHF,Throughput Vendor 23 AG,Throughput payment 823,THR-823,50823.23
2026-06-13,2026-06-13,-124.24,CHF,Throughput Vendor 24 AG,Throughput payment 824,THR-824,50824.24
2026-06-14,2026-06-14,1075.25,CHF,Throughput Vendor 25 AG,Throughput payment 825,THR-825,50825.25
2026-06-15,2026-06-15,-126.26,CHF,Throughput Vendor 26 AG,Throughput payment 826,THR-826,50826.26
2026-06-16,2026-06-16,-127.27,CHF,Throughput Vendor 27 AG,Throughput payment 827,THR-827,50827.27
2026-06-17,2026-06-17,-128.28,CHF,Throughput Vendor 28 AG,Throughput payment 828,THR-828,50828.28
2026-06-18,2026-06-18,-129.29,CHF,Throughput Vendor 29 AG,Throughput payment 829,THR-829,50829.29
2026-06-19,2026-06-19,1080.30,CHF,Throughput Vendor 30 AG,Throughput payment 830,THR-830,50830.30
2026-06-20,2026-06-20,-131.31,CHF,Throughput Vendor 31 AG,Throughput payment 831,THR-831,50831.31
2026-06-21,2026-06-21,-132.32,CHF,Throughput Vendor 32 AG,Throughput payment 832,THR-832,50832.32
2026-06-22,2026-06-22,-133.33,CHF,Throughput Vendor 33 AG,Throughput payment 833,THR-833,50833.33
2026-06-23,2026-06-23,-134.34,CHF,Throughput Vendor 34 AG,Throughput payment 834,THR-834,50834.34
2026-06-24,2026-06-24,1085.35,CHF,Throughput Vendor 35 AG,Throughput payment 835,THR-835,50835.35
2026-06-25,2026-06-25,-136.36,CHF,Throughput Vendor 36 AG,Throughput payment 836,THR-836,50836.36
2026-06-26,2026-06-26,-137.37,CHF,Throughput Vendor 37 AG,Throughput payment 837,THR-837,50837.37
2026-06-27,2026-06-27,-138.38,CHF,Throughput Vendor 38 AG,Throughput payment 838,THR-838,50838.38
2026-06-28,2026-06-28,-139.39,CHF,Throughput Vendor 39 AG,Throughput payment 839,THR-839,50839.39
2026-07-01,2026-07-01,1090.40,CHF,Throughput Vendor 40 AG,Throughput payment 840,THR-840,50840.40
2026-07-02,2026-07-02,-141.41,CHF,Throughput Vendor 41 AG,Throughput payment 841,THR-841,50841.41
2026-07-03,2026-07-03,-142.42,CHF,Throughput Vendor 42 AG,Throughput payment 842,THR-842,50842.42
2026-07-04,2026-07-04,-143.43,CHF,Throughput Vendor 43 AG,Throughput payment 843,THR-843,50843.43
2026-07-05,2026-07-05,-144.44,CHF,Throughput Vendor 44 AG,Throughput payment 844,THR-844,50844.44
2026-07-06,2026-07-06,1095.45,CHF,Throughput Vendor 45 AG,Throughput payment 845,THR-845,50845.45
2026-07-07,2026-07-07,-146.46,CHF,Throughput Vendor 46 AG,Throughput payment 846,THR-846,50846.46
2026-07-08,2026-07-08,-147.47,CHF,Throughput Vendor 47 AG,Throughput payment 847,THR-847,50847.47
2026-07-09,2026-07-09,-148.48,CHF,Throughput Vendor 48 AG,Throughput payment 848,THR-848,50848.48
2026-07-10,2026-07-10,-149.49,CHF,Throughput Vendor 49 AG,Throughput payment 849,THR-849,50849.49
2026-07-11,2026-07-11,1100.50,CHF,Throughput Vendor 50 AG,Throughput payment 850,THR-850,50850.50
2026-07-12,2026-07-12,-151.51,CHF,Throughput Vendor 51 AG,Throughput payment 851,THR-851,50851.51
2026-07-13,2026-07-13,-152.52,CHF,Throughput Vendor 52 AG,Throughput payment 852,THR-852,50852.52
2026-07-14,2026-07-14,-153.53,CHF,Throughput Vendor 53 AG,Throughput payment 853,THR-853,50853.53
2026-07-15,2026-07-15,-154.54,CHF,Throughput Vendor 54 AG,Throughput payment 854,THR-854,50854.54
2026-07-16,2026-07-16,1105.55,CHF,Throughput Vendor 55 AG,Throughput payment 855,THR-855,50855.55
2026-07-17,2026-07-17,-156.56,CHF,Throughput Vendor 56 AG,Throughput payment 856,THR-856,50856.56
2026-07-18,2026-07-18,-157.57,CHF,Throughput Vendor 57 AG,Throughput payment 857,THR-857,50857.57
2026-07-19,2026-07-19,-158.58,CHF,Throughput Vendor 58 AG,Throughput payment 858,THR-858,50858.58
2026-07-20,2026-07-20,-159.59,CHF,Throughput Vendor 59 AG,Throughput payment 859,THR-859,50859.59
2026-07-21,2026-07-21,1110.60,CHF,Throughput Vendor 60 AG,Throughput payment 860,THR-860,50860.60
2026-07-22,2026-07-22,-161.61,CHF,Throughput Vendor 61 AG,Throughput payment 861,THR-861,50861.61
2026-07-23,2026-07-23,-162.62,CHF,Throughput Vendor 62 AG,Throughput payment 862,THR-862,50862.62
2026-07-24,2026-07-24,-163.63,CHF,Throughput Vendor 63 AG,Throughput payment 863,THR-863,50863.63
2026-07-25,2026-07-25,-164.64,CHF,Throughput Vendor 64 AG,Throughput payment 864,THR-864,50864.64
2026-07-26,2026-07-26,1115.65,CHF,Throughput Vendor 65 AG,Throughput payment 865,THR-865,50865.65
2026-07-27,2026-07-27,-166.66,CHF,Throughput Vendor 66 AG,Throughput payment 866,THR-866,50866.66
2026-07-28,2026-07-28,-167.67,CHF,Throughput Vendor 67 AG,Throughput payment 867,THR-867,50867.67
2026-08-01,2026-08-01,-168.68,CHF,Throughput Vendor 68 AG,Throughput payment 868,THR-868,50868.68
2026-08-02,2026-08-02,-169.69,CHF,Throughput Vendor 69 AG,Throughput payment 869,THR-869,50869.69
2026-08-03,2026-08-03,1120.70,CHF,Throughput Vendor 70 AG,Throughput payment 870,THR-870,50870.70
2026-08-04,2026-08-04,-171.71,CHF,Throughput Vendor 71 AG,Throughput payment 871,THR-871,50871.71
2026-08-05,2026-08-05,-172.72,CHF,Throughput Vendor 72 AG,Throughput payment 872,THR-872,50872.72
2026-08-06,2026-08-06,-173.73,CHF,Throughput Vendor 73 AG,Throughput payment 873,THR-873,50873.73
2026-08-07,2026-08-07,-174.74,CHF,Throughput Vendor 74 AG,Throughput payment 874,THR-874,50874.74
2026-08-08,2026-08-08,1125.75,CHF,Throughput Vendor 75 AG,Throughput payment 875,THR-875,50875.75
2026-08-09,2026-08-09,-176.76,CHF,Throughput Vendor 76 AG,Throughput payment 876,THR-876,50876.76
2026-08-10,2026-08-10,-177.77,CHF,Throughput Vendor 77 AG,Throughput payment 877,THR-877,50877.77
2026-08-11,2026-08-11,-178.78,CHF,Throughput Vendor 78 AG,Throughput payment 878,THR-878,50878.78
2026-08-12,2026-08-12,-179.79,CHF,Throughput Vendor 79 AG,Throughput payment 879,THR-879,50879.79
2026-08-13,2026-08-13,1130.80,CHF,Throughput Vendor 0 AG,Throughput payment 880,THR-880,50880.80
2026-08-14,2026-08-14,-181.81,CHF,Throughput Vendor 1 AG,Throughput payment 881,THR-881,50881.81
2026-08-15,2026-08-15,-182.82,CHF,Throughput Vendor 2 AG,Throughput payment 882,THR-882,50882.82
2026-08-16,2026-08-16,-183.83,CHF,Throughput Vendor 3 AG,Throughput payment 883,THR-883,50883.83
2026-08-17,2026-08-17,-184.84,CHF,Throughput Vendor 4 AG,Throughput payment 884,THR-884,50884.84
2026-08-18,2026-08-18,1135.85,CHF,Throughput Vendor 5 AG,Throughput payment 885,THR-885,50885.85
2026-08-19,2026-08-19,-186.86,CHF,Throughput Vendor 6 AG,Throughput payment 886,THR-886,50886.86
2026-08-20,2026-08-20,-187.87,CHF,Throughput Vendor 7 AG,Throughput payment 887,THR-887,50887.87
2026-08-21,2026-08-21,-188.88,CHF,Throughput Vendor 8 AG,Throughput payment 888,THR-888,50888.88
